100	1241	100	138	
99.838844	1241	99.27536	138	
88.87994	1241	86.95652	138	
92.74779	1241	94.202896	138	
100	1241	100	138	
100	1241	100	138	
97.179695	1241	92.028984	138	
100	1241	100	138	
99.91942	1241	100	138	
100	1241	100	138	
100	1241	100	138	
73.9726	1241	64.49276	138	
100	1241	100	138	
100	1241	100	138	
91.861404	1241	90.57971	138	
99.91942	1241	100	138	
100	1241	100	138	
97.01853	1241	95.652176	138	
100	1241	100	138	
99.91942	1241	100	138	
100	1241	100	138	
99.91942	1241	100	138	
99.91942	1241	100	138	
99.91942	1241	100	138	
100	1241	100	138	
98.3884	1241	96.376816	138	
86.70427	1241	83.33333	138	
88.55761	1241	86.23188	138	
100	1241	100	138	
96.051575	1241	96.376816	138	
99.1942	1241	99.27536	138	
78.565674	1241	74.63768	138	
99.75826	1241	99.27536	138	
100	1241	100	138	
100	1241	100	138	
81.54714	1241	82.608696	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
88.15472	1241	89.13044	138	
84.1257	1241	81.884056	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
86.462524	1241	79.710144	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
85.49557	1241	84.05797	138	
100	1241	100	138	
99.11362	1241	100	138	
100	1241	100	138	
99.91942	1241	100	138	
100	1241	100	138	
100	1241	100	138	
85.65672	1241	84.78261	138	
100	1241	100	138	
100	1241	100	138	
95.08461	1241	93.478264	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
97.01853	1241	95.652176	138	
100	1241	100	138	
99.1942	1241	99.27536	138	
97.01853	1241	95.652176	138	
100	1241	100	138	
96.29331	1241	95.652176	138	
96.776794	1241	97.10145	138	
96.29331	1241	95.652176	138	
100	1241	100	138	
93.87591	1241	96.376816	138	
100	1241	100	138	
99.1942	1241	99.27536	138	
96.857376	1241	95.652176	138	
100	1241	100	138	
100	1241	100	138	
88.71878	1241	89.13044	138	
79.693794	1241	73.91304	138	
91.941986	1241	86.23188	138	
100	1241	100	138	
96.13216	1241	94.927536	138	
100	1241	100	138	
100	1241	100	138	
90.16922	1241	90.57971	138	
99.1942	1241	99.27536	138	
100	1241	100	138	
84.1257	1241	81.884056	138	
97.42143	1241	97.10145	138	
96.29331	1241	95.652176	138	
100	1241	100	138	
88.55761	1241	89.85507	138	
99.91942	1241	100	138	
93.15069	1241	90.57971	138	
100	1241	100	138	
99.91942	1241	100	138	
95.89041	1241	93.478264	138	
95.326355	1241	93.478264	138	
100	1241	100	138	
100	1241	100	138	
78.646255	1241	71.73913	138	
100	1241	100	138	
100	1241	100	138	
99.435936	1241	100	138	
95.165184	1241	97.82609	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
99.91942	1241	100	138	
87.18775	1241	90.57971	138	
83.23933	1241	86.23188	138	
90.2498	1241	89.85507	138	
99.91942	1241	100	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
82.433525	1241	78.985504	138	
99.91942	1241	99.27536	138	
99.91942	1241	100	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
97.01853	1241	95.652176	138	
99.1942	1241	99.27536	138	
100	1241	100	138	
100	1241	100	138	
99.91942	1241	100	138	
99.1942	1241	99.27536	138	
78.16277	1241	68.84058	138	
100	1241	100	138	
74.778404	1241	73.18841	138	
100	1241	100	138	
99.1942	1241	99.27536	138	
85.17325	1241	82.608696	138	
100	1241	100	138	
100	1241	100	138	
100	1241	100	138	
97.01853	1241	95.652176	138	
100	1241	100	138	
99.838844	1241	99.27536	138	
99.91942	1241	100	138	
100	1241	100	138	
100	1241	100	138	
99.1942	1241	99.27536	138	
