100	1169	100	130	
99.82891	1169	100	130	
89.13602	1169	85.38461	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
90.07699	1169	85.38461	130	
100	1169	100	130	
99.82891	1169	99.23077	130	
100	1169	100	130	
100	1169	100	130	
82.54919	1169	80	130	
99.14457	1169	99.23077	130	
100	1169	100	130	
90.07699	1169	81.53846	130	
99.82891	1169	100	130	
96.74936	1169	95.38461	130	
97.34816	1169	96.15385	130	
99.91446	1169	100	130	
99.82891	1169	100	130	
100	1169	100	130	
99.82891	1169	100	130	
99.82891	1169	100	130	
99.82891	1169	100	130	
100	1169	100	130	
90.84688	1169	90.76923	130	
82.80582	1169	80	130	
90.24808	1169	91.53846	130	
100	1169	100	130	
93.24209	1169	90	130	
96.74936	1169	95.38461	130	
79.98289	1169	77.69231	130	
99.82891	1169	100	130	
100	1169	100	130	
100	1169	100	130	
83.74679	1169	88.46153	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
86.39863	1169	87.69231	130	
85.20103	1169	79.23077	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
82.63473	1169	80.769226	130	
100	1169	99.23077	130	
100	1169	100	130	
100	1169	100	130	
89.05047	1169	86.92307	130	
100	1169	100	130	
94.78186	1169	98.46154	130	
99.91446	1169	100	130	
99.82891	1169	99.23077	130	
99.82891	1169	100	130	
100	1169	100	130	
82.463646	1169	80	130	
99.82891	1169	100	130	
100	1169	100	130	
87.59624	1169	84.61539	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
99.74337	1169	100	130	
100	1169	100	130	
96.74936	1169	95.38461	130	
95.80838	1169	91.53846	130	
100	1169	100	130	
95.72284	1169	98.46154	130	
88.36613	1169	82.30769	130	
95.72284	1169	98.46154	130	
96.40719	1169	97.69231	130	
92.04449	1169	96.92308	130	
100	1169	100	130	
96.74936	1169	95.38461	130	
100	1169	100	130	
100	1169	100	130	
99.74337	1169	99.23077	130	
92.38666	1169	90	130	
79.811806	1169	76.15385	130	
86.31309	1169	84.61539	130	
100	1169	99.23077	130	
98.0325	1169	96.15385	130	
100	1169	100	130	
100	1169	100	130	
93.071	1169	91.53846	130	
96.74936	1169	95.38461	130	
100	1169	100	130	
85.20103	1169	79.23077	130	
93.24209	1169	96.92308	130	
95.72284	1169	98.46154	130	
100	1169	100	130	
91.95894	1169	94.61538	130	
100	1169	100	130	
88.36613	1169	80	130	
100	1169	100	130	
100	1169	100	130	
96.57827	1169	97.69231	130	
94.18306	1169	96.15385	130	
100	1169	100	130	
100	1169	100	130	
82.29256	1169	76.92308	130	
99.82891	1169	100	130	
100	1169	100	130	
100	1169	99.23077	130	
90.67579	1169	88.46153	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
99.05903	1169	99.23077	130	
80.41061	1169	83.84615	130	
80.581696	1169	81.53846	130	
94.52524	1169	93.07692	130	
100	1169	100	130	
100	1169	100	130	
99.05903	1169	99.23077	130	
100	1169	100	130	
99.74337	1169	99.23077	130	
79.72626	1169	73.07692	130	
99.82891	1169	100	130	
99.82891	1169	99.23077	130	
99.91446	1169	100	130	
100	1169	100	130	
99.82891	1169	100	130	
99.91446	1169	100	130	
96.74936	1169	95.38461	130	
100	1169	100	130	
100	1169	100	130	
99.82891	1169	99.23077	130	
96.74936	1169	95.38461	130	
79.298546	1169	73.84615	130	
100	1169	100	130	
76.73225	1169	73.84615	130	
100	1169	100	130	
96.74936	1169	95.38461	130	
81.26604	1169	75.38461	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
96.92044	1169	93.84615	130	
100	1169	100	130	
99.82891	1169	100	130	
100	1169	100	130	
100	1169	100	130	
100	1169	100	130	
96.74936	1169	95.38461	130	
