100	1861	100	207	
100	1861	100	207	
87.64105	1861	87.92271	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
92.58463	1861	89.85507	207	
100	1861	100	207	
99.89253	1861	99.51691	207	
100	1861	100	207	
100	1861	100	207	
83.12735	1861	81.64252	207	
100	1861	100	207	
100	1861	100	207	
88.715744	1861	85.50724	207	
100	1861	100	207	
96.775925	1861	94.202896	207	
98.71037	1861	99.03381	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
86.351425	1861	84.54106	207	
96.453514	1861	98.55073	207	
85.49167	1861	85.024155	207	
100	1861	100	207	
91.886086	1861	89.85507	207	
94.572815	1861	95.16908	207	
86.40516	1861	82.1256	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
83.12735	1861	81.15942	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
83.18108	1861	78.74396	207	
84.68565	1861	85.99034	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
88.93069	1861	84.05797	207	
99.946266	1861	100	207	
100	1861	100	207	
100	1861	100	207	
72.48791	1861	69.565216	207	
100	1861	100	207	
87.74852	1861	84.05797	207	
100	1861	100	207	
99.89253	1861	99.51691	207	
100	1861	100	207	
100	1861	100	207	
87.10371	1861	82.1256	207	
100	1861	100	207	
100	1861	100	207	
87.42612	1861	87.43961	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
99.946266	1861	99.51691	207	
100	1861	100	207	
94.572815	1861	95.16908	207	
95.27136	1861	95.16908	207	
100	1861	100	207	
96.72219	1861	95.652176	207	
93.60559	1861	92.27053	207	
96.72219	1861	95.652176	207	
95.8087	1861	95.652176	207	
95.05642	1861	93.7198	207	
100	1861	100	207	
94.572815	1861	95.16908	207	
99.89253	1861	100	207	
100	1861	100	207	
99.40892	1861	100	207	
93.22945	1861	89.85507	207	
81.407845	1861	77.77778	207	
86.67383	1861	85.50724	207	
99.946266	1861	100	207	
89.84417	1861	89.37198	207	
100	1861	100	207	
100	1861	100	207	
89.5755	1861	89.85507	207	
94.572815	1861	95.16908	207	
100	1861	100	207	
84.68565	1861	85.99034	207	
91.18753	1861	91.78744	207	
96.72219	1861	95.652176	207	
100	1861	100	207	
93.55186	1861	91.78744	207	
100	1861	100	207	
87.90973	1861	85.024155	207	
100	1861	100	207	
100	1861	100	207	
93.60559	1861	94.68599	207	
83.01988	1861	85.99034	207	
100	1861	100	207	
100	1861	100	207	
80.01075	1861	73.429955	207	
100	1861	100	207	
100	1861	100	207	
99.946266	1861	100	207	
93.92799	1861	91.30435	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
85.0618	1861	84.05797	207	
81.94519	1861	80.19324	207	
92.5309	1861	86.47343	207	
100	1861	100	207	
100	1861	100	207	
96.66846	1861	96.13526	207	
100	1861	100	207	
99.40892	1861	100	207	
83.664696	1861	80.19324	207	
100	1861	100	207	
99.89253	1861	99.51691	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
94.62655	1861	95.16908	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
94.572815	1861	95.16908	207	
80.76303	1861	76.81159	207	
100	1861	100	207	
76.3568	1861	74.87923	207	
100	1861	100	207	
94.572815	1861	95.16908	207	
83.87963	1861	77.294685	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
97.25954	1861	98.55073	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
100	1861	100	207	
94.572815	1861	95.16908	207	
